Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Credit_Score,Repayment_History,Collateral_Value,Loan_Tenure,Default_Status
L198926,C198926,4087167,Vehicle,567,75.0719536755852,1883398,335,0
L198927,C198927,4887157,Personal,349,69.45287368305412,486551,123,1
L198928,C198928,970223,Education,511,95.40925696410915,1930108,157,0
L198929,C198929,1591300,Business,483,62.66503184465893,394631,265,1
L198930,C198930,4074381,Home,437,76.48275722631622,2829758,255,0
L198931,C198931,4750492,Vehicle,461,97.83430513885067,1007618,33,0
L198932,C198932,997674,Home,438,51.60573859816527,2623185,347,1
L198933,C198933,3891841,Education,406,65.61800138294535,1225420,120,1
L198934,C198934,1377967,Vehicle,726,59.78645705589794,46065,57,0
L198935,C198935,4590062,Education,400,83.84041058670658,3395657,327,0
L198936,C198936,1544900,Vehicle,436,57.8357612661061,715516,70,1
L198937,C198937,3610500,Personal,738,56.32924373546672,3126260,281,0
L198938,C198938,524813,Business,757,89.77597967370559,974137,335,0
L198939,C198939,4780726,Vehicle,444,87.67167220810632,595602,73,0
L198940,C198940,2169655,Home,353,80.55884199784221,3199,200,0
L198941,C198941,2280607,Business,619,66.32048231247654,3128842,223,0
L198942,C198942,2542428,Personal,445,94.61727484656217,295018,57,0
L198943,C198943,4738765,Home,636,55.49001286434033,1102349,248,0
L198944,C198944,2356939,Education,680,75.7847712625089,438581,157,0
L198945,C198945,3904142,Business,376,65.21358417872563,3872513,188,1
L198946,C198946,4765232,Vehicle,675,97.33033604792038,756613,332,0
L198947,C198947,1808262,Education,741,59.61720091001003,607738,267,0
L198948,C198948,4361968,Home,498,79.81033346970564,113677,116,0
L198949,C198949,1785299,Business,302,59.676069960177855,1166424,147,1
L198950,C198950,2457555,Vehicle,573,93.21378693081452,287246,332,0
L198951,C198951,2841743,Business,693,90.01339556224606,3756192,140,0
L198952,C198952,851950,Personal,751,97.22946874382005,3464443,297,0
L198953,C198953,2610488,Home,383,89.09718631474757,1452807,272,0
L198954,C198954,1588729,Home,682,85.06410125001236,3572005,21,0
L198955,C198955,4663735,Home,736,59.743927727232574,325596,18,0
L198956,C198956,1208456,Education,348,52.85267182372898,1956071,254,1
L198957,C198957,2698307,Personal,404,70.28967482593711,1864974,298,1
L198958,C198958,2932783,Vehicle,814,92.98481110040584,347871,302,0
L198959,C198959,2893569,Home,684,79.4252287303477,547356,137,0
L198960,C198960,4993084,Education,538,99.34140586888135,3205499,27,0
L198961,C198961,3421386,Business,562,65.7425522141145,1485983,299,1
L198962,C198962,650989,Home,381,85.10952173342756,871320,273,0
L198963,C198963,2834181,Home,839,88.30308736867678,3428207,99,0
L198964,C198964,3085747,Personal,484,62.247052560695934,1297763,189,1
L198965,C198965,1524044,Personal,646,95.37128476868162,3829673,51,0
L198966,C198966,4247648,Education,741,68.13650602734998,3973315,221,0
L198967,C198967,4342798,Home,473,78.59384737151262,818840,269,0
L198968,C198968,152154,Home,731,96.06736548200828,573434,342,0
L198969,C198969,825809,Home,783,66.13618774965057,1994671,234,0
L198970,C198970,4702417,Vehicle,596,91.42870171602598,3398566,42,0
L198971,C198971,1226770,Personal,684,56.05111137050371,831121,104,0
L198972,C198972,1788922,Vehicle,525,84.96459025568188,3450570,234,0
L198973,C198973,4107273,Education,738,91.63186906458333,1553829,101,0
L198974,C198974,3975272,Education,626,84.35044322658138,902644,188,0
L198975,C198975,366554,Home,822,67.09723241038473,2159326,192,0
L198976,C198976,2271739,Vehicle,829,75.2330839531701,1928760,129,0
L198977,C198977,2867165,Personal,712,70.69159434742956,2541839,264,0
L198978,C198978,1418564,Business,543,79.60757090230558,1633574,21,0
L198979,C198979,1480036,Education,781,62.32604903493681,235816,332,0
L198980,C198980,1548053,Education,489,73.29692932957738,1391298,55,1
L198981,C198981,2231336,Education,662,96.45258642713225,2719467,52,0
L198982,C198982,2516160,Business,535,64.6296929941403,3821648,53,1
L198983,C198983,2459258,Personal,579,96.56896168954583,3486452,76,0
L198984,C198984,4728506,Personal,840,53.5476699091052,295005,114,0
L198985,C198985,4642950,Education,379,59.21985607112404,1112584,68,1
L198986,C198986,4883026,Business,638,85.79359781117907,3999909,49,0
L198987,C198987,3780932,Personal,473,92.99314117732644,2288185,136,0
L198988,C198988,105609,Education,386,83.25126755495762,3916584,143,0
L198989,C198989,3159393,Personal,481,59.8168543528132,570759,234,1
L198990,C198990,3650764,Business,498,50.600177617362995,3691609,343,1
L198991,C198991,539721,Vehicle,578,73.44729238313883,3051640,303,1
L198992,C198992,1658399,Business,730,61.6528964078512,2916716,311,0
L198993,C198993,4440530,Business,603,69.57165637586482,3345046,177,0
L198994,C198994,665841,Education,507,95.69907007531788,2297434,111,0
L198995,C198995,1129603,Education,371,52.15978909279199,1623033,35,1
L198996,C198996,2942318,Business,536,53.9744147949296,2048052,174,1
L198997,C198997,1392819,Personal,637,86.14767592288953,82167,192,0
L198998,C198998,4773811,Education,481,56.71413713903166,779933,70,1
L198999,C198999,3011913,Personal,320,97.23465318006404,1636846,349,0
L199000,C199000,1736059,Education,802,58.812302205648166,1682317,175,0
L199001,C199001,2131471,Vehicle,670,85.64650518810001,3416288,62,0
L199002,C199002,3898840,Personal,819,68.50462586112185,3985498,229,0
L199003,C199003,4678699,Home,610,91.99429889703168,3463028,315,0
L199004,C199004,1146657,Business,581,88.93845743035202,1257123,332,0
L199005,C199005,4391099,Personal,625,93.30659921616491,1222495,293,0
L199006,C199006,2510012,Education,841,87.10109996421001,3075744,90,0
L199007,C199007,998567,Business,453,82.41012001308955,3300238,299,0
L199008,C199008,529617,Vehicle,633,52.990443936362844,2992546,326,0
L199009,C199009,4916833,Home,567,98.3173072883865,2188380,132,0
L199010,C199010,771389,Vehicle,773,89.20241592237763,506418,104,0
L199011,C199011,1612212,Vehicle,392,76.40999392281294,3521245,58,0
L199012,C199012,3934296,Education,844,79.38529324031924,2695429,90,0
L199013,C199013,171155,Business,724,55.21698130321912,3072038,341,0
L199014,C199014,535287,Business,457,64.22418115428746,3744253,145,1
L199015,C199015,839757,Home,401,57.1050207846451,1071760,267,1
L199016,C199016,4360956,Business,347,84.72378408935066,1011161,48,0
L199017,C199017,858104,Vehicle,397,55.17142266828219,780956,328,1
L199018,C199018,4864781,Vehicle,317,59.087898584937136,394449,144,1
L199019,C199019,2475008,Personal,600,78.696694852724,1957229,42,0
L199020,C199020,2930690,Business,566,91.72674001466066,932107,212,0
L199021,C199021,2640404,Vehicle,529,96.38852367182233,824327,107,0
L199022,C199022,3118763,Personal,643,64.07360774195948,806970,244,0
L199023,C199023,448391,Education,455,91.9178564570557,2992044,240,0
L199024,C199024,3296332,Personal,567,91.44858571053375,928671,38,0
L199025,C199025,3740807,Home,411,77.07947236877875,2934964,270,0
L199026,C199026,3809836,Vehicle,813,83.01625739533512,825068,260,0
L199027,C199027,868558,Education,460,64.8997112430516,1481391,261,1
L199028,C199028,4982010,Personal,497,87.98348875019757,875978,91,0
L199029,C199029,2319542,Business,432,80.05382827231031,3924554,73,0
L199030,C199030,1321460,Vehicle,693,69.85975077888605,96826,201,0
L199031,C199031,4559662,Business,407,95.76337976043041,84683,206,0
L199032,C199032,1800351,Education,502,73.50303251597505,3980200,240,1
L199033,C199033,3705501,Vehicle,367,98.12770630460948,2661560,230,0
L199034,C199034,591670,Personal,316,93.95019891618176,2683268,165,0
L199035,C199035,227675,Business,502,91.04459971197684,2821420,298,0
L199036,C199036,1447996,Business,426,68.18326505858198,1836132,226,1
L199037,C199037,704022,Home,749,99.50844385732654,819462,131,0
L199038,C199038,4721906,Home,759,85.91023144733141,896522,217,0
L199039,C199039,4933670,Personal,465,88.40647251134905,3876140,338,0
L199040,C199040,4379540,Personal,635,67.26927298408552,1611371,265,0
L199041,C199041,3869972,Education,689,94.19894040489939,1945632,222,0
L199042,C199042,2186638,Home,423,98.53783203643644,3711394,197,0
L199043,C199043,2786813,Business,442,89.80515136913763,1789087,194,0
L199044,C199044,3105341,Education,645,79.25172404728993,1019514,133,0
L199045,C199045,581434,Business,652,81.66553754230364,1363207,149,0
L199046,C199046,3766932,Vehicle,836,55.13633114227203,1241013,116,0
L199047,C199047,1335800,Home,445,99.4252516681399,98260,292,0
L199048,C199048,3757053,Personal,548,53.001203502243726,484735,222,1
L199049,C199049,605945,Personal,462,87.21045503846253,1950062,295,0
L199050,C199050,283575,Home,752,81.6029049413971,1962312,246,0
L199051,C199051,1965161,Business,725,79.0913247689535,1336203,83,0
L199052,C199052,4793774,Vehicle,687,84.02202640222461,435038,12,0
L199053,C199053,4913178,Home,577,66.3057542408499,1163380,330,1
L199054,C199054,1846351,Home,433,96.14585989477614,2633967,12,0
L199055,C199055,4260694,Business,537,72.74638671557096,1349231,85,1
L199056,C199056,131154,Education,470,63.16086451528771,909214,15,1
L199057,C199057,3420817,Home,672,92.91663779062796,2944136,207,0
L199058,C199058,3848749,Business,302,60.8085426534696,1260847,243,1
L199059,C199059,501797,Business,796,77.39651307174358,1097737,189,0
L199060,C199060,2063564,Personal,776,75.18587519509933,2296083,226,0
L199061,C199061,1902548,Business,781,55.03087943809294,3919900,286,0
L199062,C199062,778894,Education,504,98.48257248628832,2773060,80,0
L199063,C199063,2743365,Education,447,82.91738858968756,657939,356,0
L199064,C199064,3111013,Education,845,73.13105136409749,1372821,290,0
L199065,C199065,1622648,Business,443,61.888772871295465,3984260,106,1
L199066,C199066,1528709,Personal,475,74.14704844402164,1249941,207,1
L199067,C199067,1088300,Education,553,65.16779337515928,2409161,49,1
L199068,C199068,2959845,Education,479,83.61374594267738,1532500,302,0
L199069,C199069,2112690,Personal,466,57.73017139093972,3700419,93,1
L199070,C199070,4679261,Education,736,78.26988429509606,2379636,98,0
L199071,C199071,1820048,Vehicle,589,60.788673917099814,1102574,267,1
L199072,C199072,4554524,Vehicle,642,50.35446961718846,2070684,75,0
L199073,C199073,53743,Education,404,85.44489823702462,3265584,269,0
L199074,C199074,2980676,Home,640,72.06227113426137,1784347,276,0
L199075,C199075,2813724,Vehicle,825,79.17161381121349,1980944,161,0
L199076,C199076,122004,Education,635,58.14777370338485,3936494,199,0
L199077,C199077,3485556,Business,708,80.07172675406291,2131987,228,0
L199078,C199078,4653728,Vehicle,430,68.32260609820028,910390,128,1
L199079,C199079,4178127,Personal,580,87.62871109023507,1505130,96,0
L199080,C199080,59376,Business,839,92.29095278048011,3696088,48,0
L199081,C199081,2202063,Education,508,68.2320828205193,3477600,75,1
L199082,C199082,1385070,Education,432,85.7191952977776,527329,258,0
L199083,C199083,3664112,Business,681,73.22901192579687,1605180,353,0
L199084,C199084,4628797,Business,445,62.24478113684227,1674309,329,1
L199085,C199085,4640316,Business,573,69.62309596682753,2674385,264,1
L199086,C199086,866141,Education,850,93.86610200168727,3186709,324,0
L199087,C199087,2617980,Vehicle,611,80.25521005543196,659436,116,0
L199088,C199088,1240884,Business,735,98.54421153038481,712811,112,0
L199089,C199089,3574087,Home,711,99.38521263793103,968719,56,0
L199090,C199090,3271642,Home,824,85.00631243274475,1189699,35,0
L199091,C199091,539120,Personal,323,82.04357118103773,1851137,323,0
L199092,C199092,1786867,Education,459,67.60114837852122,94958,311,1
L199093,C199093,4996942,Business,636,82.21506133800565,3223871,69,0
L199094,C199094,1080898,Education,419,77.63417591662733,1584300,25,0
L199095,C199095,4399226,Home,382,53.1037855444908,3996879,33,1
L199096,C199096,1003940,Education,340,94.44642843143973,950295,119,0
L199097,C199097,3283593,Vehicle,809,92.69735642510688,590608,263,0
L199098,C199098,2911233,Personal,596,78.14246683144609,2711726,221,0
L199099,C199099,1816752,Business,641,68.75900277384054,667525,209,0
L199100,C199100,2474003,Education,647,98.83921803821046,336260,29,0
L199101,C199101,2250862,Vehicle,820,79.30175858442539,2785122,36,0
L199102,C199102,3160009,Vehicle,648,98.65239085429052,2189631,26,0
L199103,C199103,343250,Vehicle,460,83.03861933011015,2628523,81,0
L199104,C199104,568400,Home,455,81.07543989867716,3112180,232,0
L199105,C199105,2218552,Business,731,93.91311156841513,2575666,154,0
L199106,C199106,4945083,Education,505,66.47400018942736,229587,174,1
L199107,C199107,1655773,Business,764,67.14069052141512,1077119,222,0
L199108,C199108,2487250,Business,385,62.015034284483704,225457,173,1
L199109,C199109,3350685,Business,817,55.94224121168195,1675334,134,0
L199110,C199110,4224372,Business,311,94.54197512174784,2721035,40,0
L199111,C199111,4842472,Business,517,97.48642252989728,2516,123,0
L199112,C199112,1573071,Education,568,83.35403369064278,3582572,190,0
L199113,C199113,467577,Vehicle,733,63.16083018074002,3129756,89,0
L199114,C199114,1824286,Home,611,80.00462278054685,2453172,112,0
L199115,C199115,2991365,Education,635,77.62004386272639,1673834,120,0
L199116,C199116,2629997,Personal,828,88.67504038279398,3268648,97,0
L199117,C199117,1706769,Vehicle,491,69.75950397600153,3381393,288,1
L199118,C199118,2545107,Vehicle,475,87.46354140815629,730265,209,0
L199119,C199119,2455504,Personal,588,50.49812841546388,1625155,237,1
L199120,C199120,2916855,Vehicle,508,51.091385035782395,2988340,344,1
L199121,C199121,2888409,Personal,674,62.343034222421025,691366,146,0
L199122,C199122,2387671,Personal,670,66.8399883662923,871442,180,0
L199123,C199123,4376511,Education,691,93.15968559925581,2881906,320,0
L199124,C199124,493562,Home,733,89.2007976232122,948916,228,0
L199125,C199125,3299116,Vehicle,501,85.55243692741925,1863030,13,0
L199126,C199126,327124,Business,327,65.18662162832221,3374329,134,1
L199127,C199127,2947277,Home,480,87.79315618415595,1980373,181,0
L199128,C199128,4199787,Home,842,72.83037683718277,2346041,123,0
L199129,C199129,445787,Business,564,88.49309228033113,840987,136,0
L199130,C199130,2302727,Business,591,78.02038179600632,3828194,114,0
L199131,C199131,3942064,Home,701,85.53839302863477,93718,207,0
L199132,C199132,3043250,Home,469,95.7269634124695,444460,242,0
L199133,C199133,270531,Vehicle,429,97.47052561819135,2536573,205,0
L199134,C199134,166927,Education,350,92.1890249668001,561616,328,0
L199135,C199135,2034550,Vehicle,833,72.33648263954815,1751247,227,0
L199136,C199136,1313832,Vehicle,568,88.7055799539958,3194126,168,0
L199137,C199137,1885088,Education,459,78.11164423452614,3085795,112,0
L199138,C199138,2656511,Vehicle,342,74.34793333876743,3026269,47,1
L199139,C199139,1281575,Vehicle,811,88.14348015497293,1653089,52,0
L199140,C199140,1243274,Home,374,51.51283829235713,3717895,47,1
L199141,C199141,4664298,Education,722,73.55214235753307,2448568,313,0
L199142,C199142,4336161,Education,351,87.62562281586685,526284,78,0
L199143,C199143,3999882,Personal,457,97.46192073759549,361039,349,0
L199144,C199144,3745749,Personal,393,74.29858224163173,1303647,323,1
L199145,C199145,530831,Personal,397,79.14005235245726,2250928,80,0
L199146,C199146,3829297,Education,676,61.01238020325032,2586059,195,0
L199147,C199147,3510411,Home,647,68.4055798702376,510628,104,0
L199148,C199148,2046644,Business,582,72.34730913864978,2929040,101,1
L199149,C199149,4465979,Home,409,59.961935968397725,2202331,308,1
L199150,C199150,1294400,Home,507,89.32205562169389,3321418,160,0
L199151,C199151,542819,Business,311,82.1481612574905,927224,102,0
L199152,C199152,4460335,Business,655,60.9232090616162,1497089,255,0
L199153,C199153,3528873,Education,315,88.25751120997256,136140,315,0
L199154,C199154,1207084,Home,425,85.43225450215222,1748631,149,0
L199155,C199155,3775784,Vehicle,448,88.2140076462424,1513764,260,0
L199156,C199156,2731241,Business,432,71.7182064232083,2949747,309,1
L199157,C199157,2360143,Business,812,82.32848026132253,524350,150,0
L199158,C199158,3968271,Personal,805,86.254113940416,515957,264,0
L199159,C199159,504355,Business,477,80.40378237182148,3556539,213,0
L199160,C199160,3758943,Education,426,53.08252913324844,3617061,276,1
L199161,C199161,2477871,Education,370,80.82711079983038,816960,271,0
L199162,C199162,2610190,Personal,457,73.11499861508906,2762990,128,1
L199163,C199163,4524816,Home,633,78.70880578785705,1206525,293,0
L199164,C199164,4450134,Home,438,52.62597992351674,279920,102,1
L199165,C199165,1435138,Education,328,59.08195860395119,2077513,133,1
L199166,C199166,3106185,Vehicle,528,76.52377731996295,1253264,90,0
L199167,C199167,3821014,Education,528,64.22205056430201,525353,77,1
L199168,C199168,4271740,Personal,513,70.02065519340042,422341,74,1
L199169,C199169,1462277,Vehicle,466,96.40311690412526,2768111,50,0
L199170,C199170,3787763,Personal,827,96.35091748513443,1559239,292,0
L199171,C199171,204034,Education,770,50.19746410516868,3975773,58,0
L199172,C199172,1509920,Personal,575,74.85786564268477,2048430,77,1
L199173,C199173,1901421,Business,695,50.01795309757497,299274,244,0
L199174,C199174,923385,Home,463,60.37465747343995,3045180,272,1
L199175,C199175,1146734,Business,408,92.94638839168128,3196817,35,0
L199176,C199176,848907,Personal,603,98.1778731941307,526503,13,0
L199177,C199177,3447992,Personal,624,65.86528713469194,1556105,170,0
L199178,C199178,1773819,Home,417,54.93102435042824,739052,288,1
L199179,C199179,3591949,Vehicle,735,66.43999936005439,3171100,340,0
L199180,C199180,1777970,Business,665,69.862792582205,1887864,222,0
L199181,C199181,3448993,Personal,385,83.1253108639805,3452442,282,0
L199182,C199182,1581612,Home,595,82.33408089008907,1117484,338,0
L199183,C199183,1609468,Home,668,87.5316043493125,3964872,354,0
L199184,C199184,905719,Business,642,80.09340454118174,1529445,306,0
L199185,C199185,4859876,Home,546,68.89416188227898,3516291,335,1
L199186,C199186,472843,Business,392,80.89479321849055,2085705,30,0
L199187,C199187,894351,Personal,581,82.30991175124127,3424059,194,0
L199188,C199188,3397204,Personal,773,98.41222057616218,336553,116,0
L199189,C199189,4083944,Vehicle,829,55.224885897584834,2594590,222,0
L199190,C199190,4302872,Education,802,92.55112815733813,2201856,194,0
L199191,C199191,193946,Vehicle,317,86.88042072657908,2259296,109,0
L199192,C199192,1122601,Education,640,68.0981053010052,1655721,298,0
L199193,C199193,3683461,Home,658,78.06737717925074,3144283,269,0
L199194,C199194,714473,Education,605,87.64318749707465,2762186,162,0
L199195,C199195,1767881,Business,426,97.47683724470846,3262672,95,0
L199196,C199196,4664552,Business,590,50.313727511743494,2678491,267,1
L199197,C199197,4371122,Personal,606,62.31838054604041,2213414,117,0
L199198,C199198,3258835,Home,407,61.69333392248474,2312378,299,1
L199199,C199199,619144,Home,422,62.930358468963675,1637606,342,1
L199200,C199200,2134248,Vehicle,421,78.98803721792783,2018281,292,0
L199201,C199201,61780,Home,397,79.78266296359601,2660347,92,0
L199202,C199202,2127163,Vehicle,699,69.33863583766114,3384314,173,0
L199203,C199203,2564808,Personal,526,57.2972263877524,24478,26,1
L199204,C199204,3586164,Vehicle,843,96.18467737487975,2950237,179,0
L199205,C199205,3130559,Education,560,90.84605580818956,3336232,288,0
L199206,C199206,4776960,Home,516,99.29535354419168,864678,335,0
L199207,C199207,1226974,Business,626,78.5723827281058,1018553,90,0
L199208,C199208,782071,Business,663,64.63106011527613,3162504,223,0
L199209,C199209,450195,Vehicle,741,59.40714962884252,819428,146,0
L199210,C199210,2403706,Business,772,79.34699338369222,541335,34,0
L199211,C199211,1550856,Personal,401,74.16033389226143,1595520,315,1
L199212,C199212,2410722,Vehicle,501,89.97894701273032,115961,66,0
L199213,C199213,4932682,Personal,815,85.58766532774173,392216,160,0
L199214,C199214,2830916,Personal,796,69.75224520910061,1044579,97,0
L199215,C199215,4838065,Education,423,54.37595976990228,2816949,153,1
L199216,C199216,3771420,Business,780,69.17203477846918,3909680,51,0
L199217,C199217,3867901,Personal,372,92.0685122144024,476043,260,0
L199218,C199218,2819322,Business,727,89.90706141308746,2929690,242,0
L199219,C199219,2949658,Home,689,70.13155373022946,2105483,178,0
L199220,C199220,85564,Business,443,82.19479078006059,2114848,27,0
L199221,C199221,1670458,Education,461,69.65573631272792,2611531,59,1
L199222,C199222,4960017,Home,378,95.71253328298246,1613530,20,0
L199223,C199223,4453910,Business,532,67.35965501234676,3436808,299,1
L199224,C199224,3799958,Home,542,59.783642984373735,150316,123,1
L199225,C199225,4550079,Education,711,73.44271452625343,2362077,336,0
L199226,C199226,4600792,Home,367,77.04139482031245,1774556,357,0
L199227,C199227,3940373,Home,700,79.20375697780128,3498339,21,0
L199228,C199228,228423,Personal,415,58.52106490764777,3047794,67,1
L199229,C199229,4790177,Business,594,52.994265203194196,3536265,246,1
L199230,C199230,3351879,Business,784,98.08433216758789,1681072,128,0
L199231,C199231,4149719,Home,531,84.06659746976925,2056285,36,0
L199232,C199232,4537739,Personal,573,51.13871690492199,1114263,15,1
L199233,C199233,1726110,Vehicle,440,81.39703575885389,730230,355,0
L199234,C199234,689543,Personal,314,98.52382611603565,896014,324,0
L199235,C199235,2343139,Education,718,57.47888520936099,2826532,316,0
L199236,C199236,371796,Education,682,51.298621138644464,1796694,54,0
L199237,C199237,552416,Business,647,93.4045276803476,3592662,312,0
L199238,C199238,1412141,Home,696,95.59580241101642,3629321,300,0
L199239,C199239,3214291,Home,520,75.34884560964142,840054,55,0
L199240,C199240,2133179,Education,761,50.49705944365576,2998665,104,0
L199241,C199241,2551892,Business,612,58.390246991807786,2876636,104,0
L199242,C199242,3714101,Personal,482,75.51526713974698,3185586,73,0
L199243,C199243,4144282,Business,488,90.18710992548702,3880977,334,0
L199244,C199244,920271,Vehicle,697,70.93403083620386,2461326,213,0
L199245,C199245,614241,Vehicle,798,99.72018638673796,2259207,106,0
L199246,C199246,2639730,Education,566,80.13743034068725,2414963,118,0
L199247,C199247,1877223,Education,596,85.94189678747412,3624897,229,0
L199248,C199248,1657238,Home,591,59.42713623579509,2381590,264,1
L199249,C199249,548389,Personal,743,80.2035590623615,924544,137,0
L199250,C199250,2043230,Personal,363,79.47386139629403,3917216,38,0
L199251,C199251,3545888,Personal,510,88.37937910235226,2125580,105,0
L199252,C199252,4923165,Personal,782,79.65487822548837,214062,290,0
L199253,C199253,504876,Education,461,93.25262893943147,817177,78,0
L199254,C199254,1728636,Business,505,81.15635772096022,3205874,161,0
L199255,C199255,765851,Education,829,72.47149687423698,1659966,15,0
L199256,C199256,2427859,Vehicle,501,84.75498933256154,2915898,167,0
L199257,C199257,3732389,Business,391,68.1202797373047,1400021,209,1
L199258,C199258,4008234,Education,562,75.28281938489428,2306697,272,0
L199259,C199259,4542067,Personal,578,91.48359727803606,3536376,252,0
L199260,C199260,1937365,Education,559,63.99286910249813,345074,49,1
L199261,C199261,1427245,Business,846,56.03354274888364,2754036,196,0
L199262,C199262,4624293,Business,732,77.11323395394359,879677,171,0
L199263,C199263,3741206,Personal,743,85.93633394361854,3687311,25,0
L199264,C199264,3737674,Home,389,85.21745733808848,3227815,338,0
L199265,C199265,88922,Vehicle,835,71.22123723792642,319408,105,0
L199266,C199266,3930790,Home,592,80.17004893887056,1654867,20,0
L199267,C199267,1134272,Vehicle,800,99.92925403020931,3519164,230,0
L199268,C199268,4386559,Vehicle,510,66.11387384176527,1170934,292,1
L199269,C199269,4279338,Business,789,73.26903508894833,741924,209,0
L199270,C199270,294102,Business,808,74.07614875030553,1022779,61,0
L199271,C199271,1631217,Business,453,72.58355001632579,3835870,228,1
L199272,C199272,2698415,Home,759,89.57048516207774,1247415,87,0
L199273,C199273,2015913,Education,560,66.32830329961531,3614927,104,1
L199274,C199274,1879695,Home,835,53.75730869989662,3574386,262,0
L199275,C199275,3448213,Vehicle,521,68.45085318459405,1528524,155,1
L199276,C199276,2907042,Business,721,85.69891959218918,3540972,114,0
L199277,C199277,2203442,Business,613,86.83349908944933,2979853,152,0
L199278,C199278,679899,Vehicle,591,92.70729355827224,915561,335,0
L199279,C199279,3400237,Personal,418,75.68998931257418,46512,253,0
L199280,C199280,913851,Personal,622,69.64182408401484,1690495,351,0
L199281,C199281,1258946,Business,362,99.75607611257186,226010,13,0
L199282,C199282,3882141,Education,752,95.73904921421999,3504453,22,0
L199283,C199283,4274941,Vehicle,451,51.43959681719292,2986669,187,1
L199284,C199284,4262060,Business,678,79.67993994561276,3217617,273,0
L199285,C199285,2028499,Home,347,58.82263597336566,2765535,324,1
L199286,C199286,2379294,Education,390,88.38867711970396,1670063,358,0
L199287,C199287,3852893,Business,660,79.86107469848115,651257,56,0
L199288,C199288,4024140,Education,477,72.48249093508461,1439172,193,1
L199289,C199289,2802816,Personal,382,93.82940345073763,3815011,295,0
L199290,C199290,2353848,Home,421,65.87476026656421,3958077,101,1
L199291,C199291,4014625,Home,748,98.73295521837656,1231411,133,0
L199292,C199292,780849,Education,493,52.679730314047745,806145,111,1
L199293,C199293,2816917,Business,672,82.3327042499968,1368922,93,0
L199294,C199294,891018,Education,554,53.40499326887996,3048835,292,1
L199295,C199295,3086391,Business,481,87.27205357166042,584525,155,0
L199296,C199296,1893322,Vehicle,511,55.66526033933574,1168511,175,1
L199297,C199297,3697706,Vehicle,589,57.45827302600773,2640827,302,1
L199298,C199298,3825388,Business,722,51.964461726076564,2629782,92,0
L199299,C199299,4236603,Business,517,71.80872385535184,3204442,286,1
L199300,C199300,1709522,Education,414,56.337181016755146,3898090,202,1
L199301,C199301,1209301,Business,441,71.00284151206645,1477442,14,1
L199302,C199302,1049600,Personal,838,91.32376609820498,433903,328,0
L199303,C199303,2991951,Education,814,81.04857310465779,1974279,239,0
L199304,C199304,4797692,Business,664,88.43208701606015,2205012,336,0
L199305,C199305,4436485,Vehicle,592,74.0094882045371,870037,126,1
L199306,C199306,3709753,Vehicle,684,50.577186675229626,2785057,141,0
L199307,C199307,3813626,Vehicle,544,79.09480217718038,3935576,282,0
L199308,C199308,3501239,Business,571,98.48741726389031,1863909,24,0
L199309,C199309,3588600,Education,528,81.93928723905034,2462363,273,0
L199310,C199310,3593731,Vehicle,523,50.22349600557654,55920,282,1
L199311,C199311,1164033,Personal,506,56.15472976161615,3731777,257,1
L199312,C199312,1221407,Business,351,58.5938548980548,3922109,205,1
L199313,C199313,2103708,Education,828,90.57372252500721,1003609,114,0
L199314,C199314,4595017,Personal,549,76.90135134020197,1084408,99,0
L199315,C199315,597147,Home,489,86.84231498604288,2297058,297,0
L199316,C199316,2322240,Vehicle,421,72.27691396145,2763236,29,1
L199317,C199317,4001318,Home,525,60.00520098868735,1777989,218,1
L199318,C199318,4593011,Business,711,57.69761782846044,2189274,306,0
L199319,C199319,2328391,Vehicle,803,77.44027829301173,824086,164,0
L199320,C199320,1512827,Vehicle,435,73.37312202114352,2513934,223,1
L199321,C199321,1548698,Education,462,82.54516320309766,953268,251,0
L199322,C199322,447715,Personal,711,85.11617712143264,3522168,220,0
L199323,C199323,4647224,Personal,477,63.43849145661608,3979378,297,1
L199324,C199324,1042333,Business,834,80.03827833020686,1607508,290,0
L199325,C199325,634988,Personal,469,55.518773468687506,3044604,293,1
L199326,C199326,1449283,Education,386,54.643474589295906,3727349,272,1
L199327,C199327,4744124,Education,414,67.87743449597089,806862,340,1
L199328,C199328,4244504,Vehicle,847,99.77378052686214,1858740,163,0
L199329,C199329,4420815,Vehicle,701,50.514352727421915,1617956,245,0
L199330,C199330,2930396,Vehicle,461,67.13020078763964,1683903,161,1
L199331,C199331,1479163,Personal,718,59.30636183171437,123758,168,0
L199332,C199332,3486953,Education,676,93.76366479683088,920856,312,0
L199333,C199333,1464110,Personal,480,73.65386984373735,2221640,342,1
L199334,C199334,485949,Home,532,56.466930213735786,1895990,331,1
L199335,C199335,2908610,Education,543,76.43593726128417,1294066,80,0
L199336,C199336,1038736,Education,496,85.1984398820369,1023442,55,0
L199337,C199337,1971225,Personal,810,51.93874265229786,2158086,270,0
L199338,C199338,379200,Education,377,94.73383438924205,1404207,127,0
L199339,C199339,4513936,Home,562,86.81457566773454,2992281,347,0
L199340,C199340,126773,Vehicle,769,85.93873775336894,1789589,72,0
L199341,C199341,1028676,Education,327,79.27435977165102,1032485,184,0
L199342,C199342,1906309,Education,806,83.36118792641875,1604419,300,0
L199343,C199343,2242640,Business,436,92.0872192257512,1101275,332,0
